title,category,upc,product_type,price_excl,price_incl,tax,no_of_reviews,stock_availability,available_count
Roller Girl,Sequential Art,aeb51dfbe8aeec59,Books,14.1,14.1,0.0,0,In stock,8
Rising Strong,Nonfiction,52fc458ffc756faf,Books,21.82,21.82,0.0,0,In stock,8
Proofs of God: Classical Arguments from Tertullian to Barth,Philosophy,d56d0710668bb39c,Books,54.21,54.21,0.0,0,In stock,8
Please Kill Me: The Uncensored Oral History of Punk,Music,4a823d80aa30dbb0,Books,31.19,31.19,0.0,0,In stock,8
Out of Print: City Lights Spotlight No. 14,Poetry,c0fc0cd215ee1724,Books,53.64,53.64,0.0,0,In stock,8
My Life Next Door (My Life Next Door ),Young Adult,9a7291b89bd5445c,Books,36.39,36.39,0.0,0,In stock,8
Miller's Valley,Fiction,bff270fe9c86a5a9,Books,58.54,58.54,0.0,0,In stock,8
Man's Search for Meaning,Nonfiction,4729afff3bea0f0a,Books,29.48,29.48,0.0,0,In stock,8
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,4d3a4c7b442a9a4e,Books,25.06,25.06,0.0,0,In stock,8
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,044534b0b28b4e87,Books,12.55,12.55,0.0,0,In stock,8
Les Fleurs du Mal,Poetry,c44c5e1425475206,Books,29.04,29.04,0.0,0,In stock,8
Left Behind (Left Behind #1),Default,29af1a2566c4e36e,Books,40.72,40.72,0.0,0,In stock,8
Kill 'Em and Leave: Searching for James Brown and the American Soul,Music,39eefec3a8498dde,Books,45.05,45.05,0.0,0,In stock,8
Kierkegaard: A Christian Missionary to Christians,Philosophy,0cf57cb49272fd37,Books,47.13,47.13,0.0,0,In stock,8
John Vassos: Industrial Design for Modern Life,Default,bd26e8a79a856c31,Books,20.22,20.22,0.0,0,In stock,8
I'll Give You the Sun,Default,0ab4b35dcffcffd1,Books,56.48,56.48,0.0,0,In stock,8
I Will Find You,Nonfiction,bbf1ea50be8008ab,Books,44.21,44.21,0.0,0,In stock,8
Hystopia: A Novel,Fiction,0bfdef63285d3019,Books,21.96,21.96,0.0,0,In stock,8
Howl and Other Poems,Poetry,b7870fa6dc088fbb,Books,40.45,40.45,0.0,0,In stock,8
History of Beauty,Art,8a150fd8ff5d7686,Books,10.29,10.29,0.0,0,In stock,8
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Default,d48c1369927ebef1,Books,52.86,52.86,0.0,0,In stock,8
Future Shock (Future Shock #1),Young Adult,df6a7c43faa6732b,Books,55.65,55.65,0.0,0,In stock,8
Ender's Game (The Ender Quintet #1),Default,e049d44c4f1cf1b2,Books,43.64,43.64,0.0,0,In stock,8
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Science,0c11e2d068768dbb,Books,28.41,28.41,0.0,0,In stock,8
Death by Leisure: A Cautionary Tale,Default,4dbd54d9e36c9566,Books,37.51,37.51,0.0,0,In stock,8
Brilliant Beacons: A History of the American Lighthouse,History,7f5157bf53065d36,Books,11.45,11.45,0.0,0,In stock,8
Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,77e9ea355bd8ae57,Books,19.22,19.22,0.0,0,In stock,8
Between the World and Me,Nonfiction,04e3de7ac35ec5cd,Books,56.91,56.91,0.0,0,In stock,8
Being Mortal: Medicine and What Matters in the End,Nonfiction,15ebd83e53d0391b,Books,55.06,55.06,0.0,0,In stock,8
"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,fef91502cbacf23a,Books,13.2,13.2,0.0,0,In stock,8
32 Yolks,Food and Drink,b1a227b7609ff263,Books,53.63,53.63,0.0,0,In stock,8
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,f16c2edb2a603f92,Books,44.48,44.48,0.0,0,In stock,8
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,88ec621893e595d0,Books,12.08,12.08,0.0,0,In stock,7
Wildlife of New York: A Five-Borough Coloring Book,Default,b46d022080543144,Books,22.14,22.14,0.0,0,In stock,7
What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,9735c969c652dd89,Books,25.37,25.37,0.0,0,In stock,7
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,48cb52d78c992487,Books,46.33,46.33,0.0,0,In stock,7
Under the Tuscan Sun,Travel,a94350ee74deaa07,Books,37.33,37.33,0.0,0,In stock,7
Toddlers Are A**holes: It's Not Your Fault,Humor,4242cc3d0437db12,Books,25.55,25.55,0.0,0,In stock,7
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,4a0b78598b42897a,Books,34.72,34.72,0.0,0,In stock,7
The Whale,Childrens,0ff9d10864db8364,Books,35.96,35.96,0.0,0,In stock,7
The Story of Art,Art,9147c5251cc99eb1,Books,41.14,41.14,0.0,0,In stock,7
The Origin of Species,Science,0345872b14f9e774,Books,10.01,10.01,0.0,0,In stock,7
The Great Gatsby,Default,a8dbf1c6b41b885a,Books,36.05,36.05,0.0,0,In stock,7
The Good Girl,Default,f935412970c9f58f,Books,49.03,49.03,0.0,0,In stock,7
The Glass Castle,Add a comment,47f4fd3e8e1dac05,Books,16.24,16.24,0.0,0,In stock,7
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,57f85720e54d6442,Books,39.55,39.55,0.0,0,In stock,7
The Drowning Girls,Add a comment,7a10353c9c54cf7c,Books,35.67,35.67,0.0,0,In stock,7
The Constant Princess (The Tudor Court #1),Historical Fiction,24933c712f0bca2f,Books,16.62,16.62,0.0,0,In stock,7
The Bourne Identity (Jason Bourne #1),Fiction,d250657f0ebc5d73,Books,42.78,42.78,0.0,0,In stock,7
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Mystery,20789fb17b423c4c,Books,52.3,52.3,0.0,0,In stock,7
The Art Book,Art,4b8fa561a1e52d1c,Books,32.34,32.34,0.0,0,In stock,7
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,5fbd03b1ac0a0e69,Books,33.17,33.17,0.0,0,In stock,7
Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,ba047a636b7d3793,Books,20.12,20.12,0.0,0,In stock,7
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,8776181be110838a,Books,20.9,20.9,0.0,0,In stock,7
"Sit, Stay, Love",Romance,bd087cf6a846db75,Books,20.9,20.9,0.0,0,In stock,7
Sister Dear,Fiction,7ffebdd1d5148aef,Books,40.2,40.2,0.0,0,In stock,7
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,9639e89d20228e6e,Books,52.87,52.87,0.0,0,In stock,7
"Rich Dad, Poor Dad",Business,8486f61aa81a3daa,Books,51.74,51.74,0.0,0,In stock,7
Raymie Nightingale,Childrens,31c56c4d0fe19340,Books,34.41,34.41,0.0,0,In stock,7
Playing from the Heart,Childrens,68008abf6409dfde,Books,32.38,32.38,0.0,0,In stock,7
Nightstruck: A Novel,Young Adult,746029796363aa51,Books,50.35,50.35,0.0,0,In stock,7
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,924438fc6cbec836,Books,11.38,11.38,0.0,0,In stock,7
Meternity,Womens Fiction,725cd8d23d78cdca,Books,43.58,43.58,0.0,0,In stock,7
Memoirs of a Geisha,Fiction,dac4b5847454fd9b,Books,49.67,49.67,0.0,0,In stock,7
Like Never Before (Walker Family #2),Christian Fiction,b6670507e85b30e6,Books,28.77,28.77,0.0,0,In stock,7
Life of Pi,Default,40cdcbb7692fd408,Books,13.22,13.22,0.0,0,In stock,7
Leave This Song Behind: Teen Poetry at Its Best,Poetry,b74ee891e2a6dd69,Books,51.17,51.17,0.0,0,In stock,7
King's Folly (The Kinsman Chronicles #1),Fantasy,4c82371b8cd02d4d,Books,39.61,39.61,0.0,0,In stock,7
John Adams,Add a comment,68407606544d6f22,Books,57.43,57.43,0.0,0,In stock,7
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,2a9fcb3382d351c8,Books,46.01,46.01,0.0,0,In stock,7
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,eff5710404e2ff78,Books,28.25,28.25,0.0,0,In stock,7
Good in Bed (Cannie Shapiro #1),Add a comment,c00bc29a678a6efb,Books,37.05,37.05,0.0,0,In stock,7
"Fruits Basket, Vol. 7 (Fruits Basket #7)",Sequential Art,de6d7645f192d517,Books,19.57,19.57,0.0,0,In stock,7
For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,2e40333991f56f45,Books,45.13,45.13,0.0,0,In stock,7
Finding God in the Ruins: How God Redeems Pain,Nonfiction,4e78f06160b717ac,Books,46.64,46.64,0.0,0,In stock,7
Every Heart a Doorway (Every Heart A Doorway #1),Fantasy,4fa75fc6829431ca,Books,12.16,12.16,0.0,0,In stock,7
Delivering the Truth (Quaker Midwife Mystery #1),Mystery,4e980425468708da,Books,20.89,20.89,0.0,0,In stock,7
Counted With the Stars (Out from Egypt #1),Christian Fiction,4807043b8218e9ce,Books,17.97,17.97,0.0,0,In stock,7
"Chronicles, Vol. 1",Music,4781b6bfd6f7a2c5,Books,52.6,52.6,0.0,0,In stock,7
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,a322361a37a78d3d,Books,25.77,25.77,0.0,0,In stock,7
Benjamin Franklin: An American Life,Biography,5b546a46a86a9d8c,Books,48.19,48.19,0.0,0,In stock,7
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Philosophy,6b52904b2ab91bf6,Books,29.93,29.93,0.0,0,In stock,7
A Summer In Europe,Travel,cc1936a9f4e93477,Books,44.34,44.34,0.0,0,In stock,7
A Short History of Nearly Everything,History,6c7fa6844380f50a,Books,52.4,52.4,0.0,0,In stock,7
A Gathering of Shadows (Shades of Magic #2),Fantasy,d1378a0ad06ff979,Books,44.81,44.81,0.0,0,In stock,7
The Sound Of Love,Default,5ba3d703d1ae0c1d,Books,57.84,57.84,0.0,0,In stock,6
The Rise and Fall of the Third Reich: A History of Nazi Germany,History,774fa432bd7d9c47,Books,39.67,39.67,0.0,0,In stock,6
The Perks of Being a Wallflower,Default,fd364afd082f5446,Books,55.02,55.02,0.0,0,In stock,6
The Mysterious Affair at Styles (Hercule Poirot #1),Mystery,2da5edf8b5776c9a,Books,24.8,24.8,0.0,0,In stock,6
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,60376aa71be66083,Books,59.45,59.45,0.0,0,In stock,6
The Makings of a Fatherless Child,Default,2efa5a839e62b1bd,Books,31.58,31.58,0.0,0,In stock,6
The Joy of Cooking,Add a comment,d326e189b1210916,Books,43.27,43.27,0.0,0,In stock,6
The Invention of Wings,Historical Fiction,e6635f5b0a2c78db,Books,37.34,37.34,0.0,0,In stock,6
The Hobbit (Middle-Earth Universe),Default,72b5355dda190b6a,Books,17.8,17.8,0.0,0,In stock,6
The Great Railway Bazaar,Travel,48736df57e7bec9f,Books,30.54,30.54,0.0,0,In stock,6
The Golden Compass (His Dark Materials #1),Add a comment,d33824cb93ecab6f,Books,18.77,18.77,0.0,0,In stock,6
The God Delusion,Add a comment,2bc80eba94950873,Books,46.85,46.85,0.0,0,In stock,6
The Girl You Left Behind (The Girl You Left Behind #1),Historical,eb7459e0c570251d,Books,15.79,15.79,0.0,0,In stock,6
The Fellowship of the Ring (The Lord of the Rings #1),Default,cb17945cb90b7837,Books,10.27,10.27,0.0,0,In stock,6
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Poetry,3d250ab0f12be445,Books,15.42,15.42,0.0,0,In stock,6
The Barefoot Contessa Cookbook,Food and Drink,6478ccb4416e6a5d,Books,59.92,59.92,0.0,0,In stock,6
Tell the Wolves I'm Home,Young Adult,2a1b3d967cda1da2,Books,50.96,50.96,0.0,0,In stock,6
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,8d8e9f9b8730eb25,Books,30.6,30.6,0.0,0,In stock,6
Pride and Prejudice,Add a comment,720c36b2bee4692e,Books,19.27,19.27,0.0,0,In stock,6
Musicophilia: Tales of Music and the Brain,Default,6d235933670503d9,Books,46.58,46.58,0.0,0,In stock,6
Mere Christianity,Add a comment,f38f37ed934d84b2,Books,48.51,48.51,0.0,0,In stock,6
Me Before You (Me Before You #1),Fiction,7a2b51f69e81c722,Books,19.02,19.02,0.0,0,In stock,6
In the Woods (Dublin Murder Squad #1),Mystery,6958de044cb28a84,Books,38.38,38.38,0.0,0,In stock,6
In Cold Blood,Nonfiction,fe0f34ebed689381,Books,49.98,49.98,0.0,0,In stock,6
How to Stop Worrying and Start Living,Self Help,e792c0969cefe1b8,Books,46.49,46.49,0.0,0,In stock,6
Give It Back,Thriller,012170e4fc87ace0,Books,18.32,18.32,0.0,0,In stock,6
"Girl, Interrupted",Nonfiction,384c7d41d5ffe9d1,Books,42.14,42.14,0.0,0,In stock,6
Fun Home: A Family Tragicomic,Add a comment,56a34d0cec11d6b0,Books,56.59,56.59,0.0,0,In stock,6
"Fruits Basket, Vol. 6 (Fruits Basket #6)",Sequential Art,97258f576d4bb672,Books,20.96,20.96,0.0,0,In stock,6
Deception Point,Fiction,4e3b183180e2a992,Books,40.32,40.32,0.0,0,In stock,6
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Sequential Art,6e06d0f00f6da20f,Books,36.39,36.39,0.0,0,In stock,6
Catherine the Great: Portrait of a Woman,History,f3c70d296ec796c4,Books,58.55,58.55,0.0,0,In stock,6
Better Homes and Gardens New Cook Book,Food and Drink,faf841f81c52638b,Books,39.61,39.61,0.0,0,In stock,6
An Unquiet Mind: A Memoir of Moods and Madness,Psychology,46cb43c2ab133ccc,Books,21.3,21.3,0.0,0,In stock,6
A Year in Provence (Provence #1),Travel,9e60929f521fa280,Books,56.88,56.88,0.0,0,In stock,6
World Without End (The Pillars of the Earth #2),Historical Fiction,2e5b4ff08a75fd02,Books,32.97,32.97,0.0,0,In stock,5
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,e75f3ae1da1cc652,Books,47.31,47.31,0.0,0,In stock,5
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,759ee7d059b1beb8,Books,48.67,48.67,0.0,0,In stock,5
Where She Went (If I Stay #2),Young Adult,60369d96b7b80869,Books,41.73,41.73,0.0,0,In stock,5
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,163d89116179c33f,Books,53.68,53.68,0.0,0,In stock,5
Two Summers,Young Adult,3a7d54a264d9f33e,Books,14.64,14.64,0.0,0,In stock,5
This Is Your Brain on Music: The Science of a Human Obsession,Music,bc209a900101f28d,Books,38.4,38.4,0.0,0,In stock,5
The Secret Garden,Classics,abbb492978ff656d,Books,15.08,15.08,0.0,0,In stock,5
The Raven King (The Raven Cycle #4),Add a comment,2e4fc5eacceec12c,Books,30.57,30.57,0.0,0,In stock,5
The Raven Boys (The Raven Cycle #1),Fantasy,e0b3a679b83caccc,Books,57.74,57.74,0.0,0,In stock,5
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,f701fae56b645ef7,Books,11.05,11.05,0.0,0,In stock,5
The Metamorphosis,Classics,93379e3a2072a01b,Books,28.58,28.58,0.0,0,In stock,5
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,0d210d2448c3018f,Books,42.91,42.91,0.0,0,In stock,5
The Little Paris Bookshop,Fiction,dfd9ff1f343cdaff,Books,24.73,24.73,0.0,0,In stock,5
The Hiding Place,History,c4589ee5977a47be,Books,55.91,55.91,0.0,0,In stock,5
The Grand Design,Science,3213b1f13f5f0f7c,Books,13.76,13.76,0.0,0,In stock,5
The Firm,Fiction,ad84f18659e6bfe2,Books,45.56,45.56,0.0,0,In stock,5
The Fault in Our Stars,Default,3661360c99719414,Books,47.22,47.22,0.0,0,In stock,5
The False Prince (The Ascendance Trilogy #1),Fantasy,a2a9f76339d21ab1,Books,56.0,56.0,0.0,0,In stock,5
The Expatriates,Fiction,fe7210553d56c097,Books,44.58,44.58,0.0,0,In stock,5
The Dream Thieves (The Raven Cycle #2),Default,fec06f52054ea900,Books,34.5,34.5,0.0,0,In stock,5
The Darkest Corners,Young Adult,c4182bdb53e2459a,Books,11.33,11.33,0.0,0,In stock,5
The Crossover,Poetry,b228042c088b1913,Books,38.77,38.77,0.0,0,In stock,5
The 5th Wave (The 5th Wave #1),Default,b716233fcb6877e6,Books,11.83,11.83,0.0,0,In stock,5
Tell the Wind and Fire,Fantasy,84126312e2431a09,Books,45.51,45.51,0.0,0,In stock,5
Tell Me Three Things,Young Adult,50d5a7b861ed1c54,Books,41.81,41.81,0.0,0,In stock,5
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,1dba84766a5e87b8,Books,25.15,25.15,0.0,0,In stock,5
Siddhartha,Fiction,84bb29c53592ac40,Books,34.22,34.22,0.0,0,In stock,5
Shiver (The Wolves of Mercy Falls #1),Default,59a8ae019b64f2a7,Books,16.23,16.23,0.0,0,In stock,5
Remember Me?,Default,2973d38c2fbd7a5c,Books,11.48,11.48,0.0,0,In stock,5
Red Dragon (Hannibal Lecter #1),Horror,e958ae92f328c181,Books,23.37,23.37,0.0,0,In stock,5
Peak: Secrets from the New Science of Expertise,Science,6036239d2ab349b7,Books,16.28,16.28,0.0,0,In stock,5
My Mother Was Nuts,Nonfiction,a4ce39a3720cd679,Books,31.63,31.63,0.0,0,In stock,5
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Food and Drink,12a90b90283b2e6d,Books,24.91,24.91,0.0,0,In stock,5
Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,81c68492ccd72941,Books,22.54,22.54,0.0,0,In stock,5
Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,5e1a88d248599768,Books,23.63,23.63,0.0,0,In stock,5
Logan Kade (Fallen Crest High #5.5),Academic,7093cf549cd2e7de,Books,13.12,13.12,0.0,0,In stock,5
Last One Home (New Beginnings #1),Fiction,07e6810fd3236bda,Books,59.98,59.98,0.0,0,In stock,5
Killing Floor (Jack Reacher #1),Thriller,8dde2ff3f6fcc0a3,Books,31.49,31.49,0.0,0,In stock,5
Kill the Boy Band,Young Adult,44f545727e704187,Books,15.52,15.52,0.0,0,In stock,5
Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,45045146dbf7b009,Books,48.13,48.13,0.0,0,In stock,5
If I Stay (If I Stay #1),Default,7284d85428305f5a,Books,38.13,38.13,0.0,0,In stock,5
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,d219d4e325e6f204,Books,36.55,36.55,0.0,0,In stock,5
Harry Potter and the Deathly Hallows (Harry Potter #7),Default,6c49258724f11770,Books,23.32,23.32,0.0,0,In stock,5
"Fruits Basket, Vol. 5 (Fruits Basket #5)",Sequential Art,3fd83dcf37bf1bc0,Books,16.33,16.33,0.0,0,In stock,5
Foundation (Foundation (Publication Order) #1),Science Fiction,3fc124f59f3068e4,Books,32.42,32.42,0.0,0,In stock,5
Fool Me Once,Default,630e766f0a1987dd,Books,16.96,16.96,0.0,0,In stock,5
Find Her (Detective D.D. Warren #8),Add a comment,b28c7d07afa7063b,Books,22.37,22.37,0.0,0,In stock,5
Evicted: Poverty and Profit in the American City,Add a comment,75cc85cdbe9ad46b,Books,42.27,42.27,0.0,0,In stock,5
Drama,Default,d5ad4c92d8bf26c9,Books,38.7,38.7,0.0,0,In stock,5
Dracula the Un-Dead,Horror,e46b1074b99ac4b6,Books,35.63,35.63,0.0,0,In stock,5
Digital Fortress,Fiction,94bb629a3f6dd00b,Books,58.0,58.0,0.0,0,In stock,5
"Death Note, Vol. 5: Whiteout (Death Note #5)",Sequential Art,1c0a38899c82b60a,Books,52.41,52.41,0.0,0,In stock,5
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,bcf567421c581f0a,Books,32.35,32.35,0.0,0,In stock,5
Critique of Pure Reason,Philosophy,429b4a811bef386c,Books,20.75,20.75,0.0,0,In stock,5
Booked,Poetry,b54d7416bb445989,Books,17.49,17.49,0.0,0,In stock,5
"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,ad5e078beceaeb4a,Books,34.13,34.13,0.0,0,In stock,5
Approval Junkie: Adventures in Caring Too Much,Autobiography,612369a5947a012e,Books,58.81,58.81,0.0,0,In stock,5
An Abundance of Katherines,Young Adult,f36d24c309e87e5b,Books,10.0,10.0,0.0,0,In stock,5
America's War for the Greater Middle East: A Military History,History,add33db6ff80db24,Books,51.22,51.22,0.0,0,In stock,5
Alight (The Generations Trilogy #2),Default,d9290e99f189ce84,Books,58.59,58.59,0.0,0,In stock,5
A Girl's Guide to Moving On (New Beginnings #2),Romance,cf3b86489890b9f2,Books,31.3,31.3,0.0,0,In stock,5
A Game of Thrones (A Song of Ice and Fire #1),Add a comment,03cbb67c0f990d87,Books,46.42,46.42,0.0,0,In stock,5
A Feast for Crows (A Song of Ice and Fire #4),Fantasy,f2c8f4b4c94d5c5c,Books,17.21,17.21,0.0,0,In stock,5
A Clash of Kings (A Song of Ice and Fire #2),Add a comment,89a89e76f3516357,Books,10.79,10.79,0.0,0,In stock,5
Vogue Colors A to Z: A Fashion Coloring Book,Default,a8f4577a48023344,Books,52.35,52.35,0.0,0,In stock,4
The Shining (The Shining #1),Default,d4de23aa98acc65b,Books,27.88,27.88,0.0,0,In stock,4
The Pilgrim's Progress,Classics,6053ddf69c967d5f,Books,50.26,50.26,0.0,0,In stock,4
The Perfect Play (Play by Play #1),Romance,9cc207168a03470d,Books,59.99,59.99,0.0,0,In stock,4
The Passion of Dolssa,Historical Fiction,011674f4a3834b8d,Books,28.32,28.32,0.0,0,In stock,4
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,6a57286a8890d8c5,Books,38.71,38.71,0.0,0,In stock,4
The Hunger Games (The Hunger Games #1),Default,6d2f70d9424f41a1,Books,29.85,29.85,0.0,0,In stock,4
The Hound of the Baskervilles (Sherlock Holmes #5),Classics,6587f46697fc4443,Books,14.82,14.82,0.0,0,In stock,4
The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,45033bdf3d9ed158,Books,16.81,16.81,0.0,0,In stock,4
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,c65ee14957c0fa5c,Books,28.23,28.23,0.0,0,In stock,4
The Demonists (Demonist #1),Fantasy,ff2dffba388d9922,Books,52.11,52.11,0.0,0,In stock,4
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Sequential Art,df53c2948b32bde3,Books,27.88,27.88,0.0,0,In stock,4
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,9c4d061c1e2fe6bf,Books,59.71,59.71,0.0,0,In stock,4
The Beast (Black Dagger Brotherhood #14),Fantasy,8930013d06942df1,Books,46.08,46.08,0.0,0,In stock,4
Some Women,Womens Fiction,31f5bbf4974d29c9,Books,13.73,13.73,0.0,0,In stock,4
Shopaholic Ties the Knot (Shopaholic #3),Womens Fiction,38199c5d7da0c0ef,Books,48.39,48.39,0.0,0,In stock,4
Paper and Fire (The Great Library #2),Fantasy,ae884ac655d6ee3e,Books,49.45,49.45,0.0,0,In stock,4
Outlander (Outlander #1),Default,5de4baa88061a77a,Books,19.67,19.67,0.0,0,In stock,4
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Music,2ba5ccc84d35006c,Books,12.36,12.36,0.0,0,In stock,4
No One Here Gets Out Alive,Music,3a95f5a2df4ff921,Books,20.02,20.02,0.0,0,In stock,4
Night Shift (Night Shift #1-20),Horror,869d20b3b8128230,Books,12.75,12.75,0.0,0,In stock,4
Needful Things,Horror,70b585c9d0f15725,Books,47.51,47.51,0.0,0,In stock,4
Mockingjay (The Hunger Games #3),Default,5212c6acea3359e5,Books,20.44,20.44,0.0,0,In stock,4
Misery,Horror,81d4191030b9704b,Books,34.79,34.79,0.0,0,In stock,4
Little Women (Little Women #1),Classics,deda806b68b0aa11,Books,28.07,28.07,0.0,0,In stock,4
It,Horror,670a2773607d785d,Books,25.01,25.01,0.0,0,In stock,4
Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,ac337893a9fe0085,Books,13.9,13.9,0.0,0,In stock,4
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,eff24325e0ede639,Books,24.17,24.17,0.0,0,In stock,4
Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,5a6b7155f2797537,Books,31.63,31.63,0.0,0,In stock,4
Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,73f4f87dd936ee5c,Books,48.75,48.75,0.0,0,In stock,4
Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,c7c4f55b7321cba7,Books,14.74,14.74,0.0,0,In stock,4
Gone with the Wind,Classics,23310ce84d3c9f85,Books,32.49,32.49,0.0,0,In stock,4
God Is Not Great: How Religion Poisons Everything,Nonfiction,ddbc5530d2939d49,Books,27.8,27.8,0.0,0,In stock,4
Girl With a Pearl Earring,Historical Fiction,5eff05e59f905a49,Books,26.77,26.77,0.0,0,In stock,4
"Fruits Basket, Vol. 4 (Fruits Basket #4)",Sequential Art,8fff1084aa085a13,Books,50.44,50.44,0.0,0,In stock,4
Far From True (Promise Falls Trilogy #2),Thriller,ad15a9a139919918,Books,34.93,34.93,0.0,0,In stock,4
Dark Lover (Black Dagger Brotherhood #1),Romance,2b69d289279aabfd,Books,12.87,12.87,0.0,0,In stock,4
Confessions of a Shopaholic (Shopaholic #1),Default,a2dc754afb69bb32,Books,48.94,48.94,0.0,0,In stock,4
Changing the Game (Play by Play #2),Romance,aaebac5fda798b1b,Books,13.38,13.38,0.0,0,In stock,4
Candide,Classics,2798974abc8a58a8,Books,58.63,58.63,0.0,0,In stock,4
Can You Keep a Secret?,Womens Fiction,0812f54c93d726ce,Books,21.94,21.94,0.0,0,In stock,4
Atlas Shrugged,Fiction,78a4ac98191ac675,Books,26.58,26.58,0.0,0,In stock,4
Animal Farm,Classics,1451b55e5e56bb89,Books,57.22,57.22,0.0,0,In stock,4
A Walk to Remember,Romance,aead11697d14ea36,Books,56.43,56.43,0.0,0,In stock,4
A New Earth: Awakening to Your Life's Purpose,Spirituality,f6ae39568db1130e,Books,55.65,55.65,0.0,0,In stock,4
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,d12ca4020c2f602e,Books,27.62,27.62,0.0,0,In stock,4
'Salem's Lot,Horror,6e9403f00acd6752,Books,49.56,49.56,0.0,0,In stock,4
Zero History (Blue Ant #3),Default,634b7165c96ebb9f,Books,34.77,34.77,0.0,0,In stock,3
Wuthering Heights,Classics,5a7ff9aaa3168878,Books,17.73,17.73,0.0,0,In stock,3
World War Z: An Oral History of the Zombie War,Default,5d55202da0252627,Books,21.8,21.8,0.0,0,In stock,3
Wild: From Lost to Found on the Pacific Crest Trail,Default,d30b9215c72cca87,Books,46.02,46.02,0.0,0,In stock,3
"Where'd You Go, Bernadette",Default,07bb35158d9dd3d2,Books,18.13,18.13,0.0,0,In stock,3
When You Are Engulfed in Flames,Humor,dab0196cd5fc8e5e,Books,30.89,30.89,0.0,0,In stock,3
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,06bab964fd536971,Books,31.95,31.95,0.0,0,In stock,3
